facility,address,zip,date_of_inspection,nys_health_operation_id,inspection_type,food_service_type,food_service_description,lat,lng,num_critical,num_non_critical,num_critical_not_corrected,num_critical_previous,num_non_critical_previous,num_non_critical_not_corrected_previous
Spaghetti Warehouse Italian Grill,"689 NORTH Clinton STREET,  Syracuse",13204,2010-08-10,293200,Inspection,Food Service Establishment,Restaurant,43.058948,-76.156539,2,6,0,2,15,0
Spaghetti Warehouse Italian Grill,"689 NORTH Clinton STREET,  Syracuse",13204,2010-08-17,293200,Re-Inspection,Food Service Establishment,Restaurant,43.058948,-76.156539,0,2,0,2,6,0
Spaghetti Warehouse Italian Grill,"689 NORTH Clinton STREET,  Syracuse",13204,2011-01-06,293200,Inspection,Food Service Establishment,Restaurant,43.058948,-76.156539,1,11,0,0,2,0
Spaghetti Warehouse Italian Grill,"689 NORTH Clinton STREET,  Syracuse",13204,2011-01-19,293200,Re-Inspection,Food Service Establishment,Restaurant,43.058948,-76.156539,2,3,0,1,11,0
Spaghetti Warehouse Italian Grill,"689 NORTH Clinton STREET,  Syracuse",13204,2011-02-01,293200,Re-Inspection,Food Service Establishment,Restaurant,43.058948,-76.156539,0,1,0,2,3,0
Spaghetti Warehouse Italian Grill,"689 NORTH Clinton STREET,  Syracuse",13204,2012-01-18,293200,Inspection,Food Service Establishment,Restaurant,43.058948,-76.156539,3,16,0,0,1,0
Spaghetti Warehouse Italian Grill,"689 NORTH Clinton STREET,  Syracuse",13204,2012-02-07,293200,Re-Inspection,Food Service Establishment,Restaurant,43.058948,-76.156539,0,6,0,3,16,0
Spaghetti Warehouse Italian Grill,"689 NORTH Clinton STREET,  Syracuse",13204,2012-03-12,293200,Re-Inspection,Food Service Establishment,Restaurant,43.058948,-76.156539,0,0,0,0,6,0
Spaghetti Warehouse Italian Grill,"689 NORTH Clinton STREET,  Syracuse",13204,2012-10-24,293200,Inspection,Food Service Establishment,Restaurant,43.058948,-76.156539,2,21,1,0,0,0
Spaghetti Warehouse Italian Grill,"689 NORTH Clinton STREET,  Syracuse",13204,2012-11-14,293200,Re-Inspection,Food Service Establishment,Restaurant,43.058948,-76.156539,0,3,0,2,21,1
Spaghetti Warehouse Italian Grill,"689 NORTH Clinton STREET,  Syracuse",13204,2013-07-02,293200,Inspection,Food Service Establishment,Restaurant,43.058948,-76.156539,0,15,0,0,3,0
Spaghetti Warehouse Italian Grill,"689 NORTH Clinton STREET,  Syracuse",13204,2014-09-30,293200,Inspection,Food Service Establishment,Restaurant,43.058948,-76.156539,5,12,0,0,15,0
Spaghetti Warehouse Italian Grill,"689 NORTH Clinton STREET,  Syracuse",13204,2014-10-20,293200,Re-Inspection,Food Service Establishment,Restaurant,43.058948,-76.156539,0,2,0,5,12,0
Spaghetti Warehouse Italian Grill,"689 NORTH Clinton STREET,  Syracuse",13204,2015-09-23,293200,Inspection,Food Service Establishment,Restaurant,43.058948,-76.156539,3,10,0,0,2,0
Spaghetti Warehouse Italian Grill,"689 NORTH Clinton STREET,  Syracuse",13204,2015-10-13,293200,Re-Inspection,Food Service Establishment,Restaurant,43.058948,-76.156539,0,3,0,3,10,0
Spring Chinese,"500 Butternut STREET,  Syracuse",13208,2011-01-05,755872,Inspection,Food Service Establishment,Restaurant,43.059085,-76.148639,0,1,0,NA,NA,NA
Spring Chinese,"500 Butternut STREET,  Syracuse",13208,2012-10-30,755872,Inspection,Food Service Establishment,Restaurant,43.059085,-76.148639,2,8,0,0,1,0
Spring Chinese,"500 Butternut STREET,  Syracuse",13208,2013-05-09,755872,Inspection,Food Service Establishment,Restaurant,43.059085,-76.148639,3,9,1,2,8,0
Spring Chinese,"500 Butternut STREET,  Syracuse",13208,2013-06-03,755872,Re-Inspection,Food Service Establishment,Restaurant,43.059085,-76.148639,0,2,0,3,9,1
Spring Chinese,"500 Butternut STREET,  Syracuse",13208,2013-06-24,755872,Re-Inspection,Food Service Establishment,Restaurant,43.059085,-76.148639,0,0,0,0,2,0
Spring Chinese,"500 Butternut STREET,  Syracuse",13208,2014-05-14,755872,Inspection,Food Service Establishment,Restaurant,43.059085,-76.148639,1,1,0,0,0,0
Spring Chinese,"500 Butternut STREET,  Syracuse",13208,2015-01-06,755872,Inspection,Food Service Establishment,Restaurant,43.059085,-76.148639,3,4,0,1,1,0
Spring Chinese,"500 Butternut STREET,  Syracuse",13208,2015-12-02,755872,Inspection,Food Service Establishment,Restaurant,43.059085,-76.148639,3,0,0,3,4,0
Spring Chinese,"500 Butternut STREET,  Syracuse",13208,2016-08-17,755872,Inspection,Food Service Establishment,Restaurant,43.059085,-76.148639,0,1,0,3,0,0
St Vincent De Paul,"342 Vine STREET,  Syracuse",13203,2016-08-10,925762,Inspection,SED Summer Feeding Prog.,SED Food Preparation Site,NA,NA,0,0,0,NA,NA,NA
St. Daniel Church,"3004 Court STREET,  Syracuse",13208,2008-07-22,671456,Inspection,Food Service Establishment,Food Service Establishment,43.083037,-76.126844,0,0,0,NA,NA,NA
St. Daniel Church,"3004 Court STREET,  Syracuse",13208,2009-11-20,671456,Inspection,Food Service Establishment,Food Service Establishment,43.083037,-76.126844,0,2,0,0,0,0
St. Daniel Church,"3004 Court STREET,  Syracuse",13208,2010-11-17,671456,Inspection,Food Service Establishment,Food Service Establishment,43.083037,-76.126844,0,1,0,0,2,0
St. Daniel Church,"3004 Court STREET,  Syracuse",13208,2011-09-09,671456,Inspection,Food Service Establishment,Food Service Establishment,43.083037,-76.126844,1,1,0,0,1,0
St. Daniel Church,"3004 Court STREET,  Syracuse",13208,2012-07-19,671456,Inspection,Food Service Establishment,Food Service Establishment,43.083037,-76.126844,0,2,0,1,1,0
St. Daniel Church,"3004 Court STREET,  Syracuse",13208,2013-06-28,671456,Inspection,Food Service Establishment,Food Service Establishment,43.083037,-76.126844,0,1,0,0,2,0
St. Daniel Church,"3004 Court STREET,  Syracuse",13208,2014-06-30,671456,Inspection,Food Service Establishment,Food Service Establishment,43.083037,-76.126844,0,6,0,0,1,0
St. Daniel Church,"3004 Court STREET,  Syracuse",13208,2015-05-28,671456,Inspection,Food Service Establishment,Food Service Establishment,43.083037,-76.126844,1,2,0,0,6,0
St. Daniel Church,"3004 Court STREET,  Syracuse",13208,2016-06-22,671456,Inspection,Food Service Establishment,Food Service Establishment,43.083037,-76.126844,0,4,0,1,2,0
St. Elias Church,"4988 Onondaga ROAD,  Syracuse",13215,2006-07-21,292918,Inspection,Food Service Establishment,Food Service Establishment,43.012803,-76.203872,2,6,0,NA,NA,NA
St. Elias Church,"4988 Onondaga ROAD,  Syracuse",13215,2007-07-10,292918,Inspection,Food Service Establishment,Food Service Establishment,43.012803,-76.203872,0,3,0,2,6,0
St. Elias Church,"4988 Onondaga ROAD,  Syracuse",13215,2008-07-19,292918,Inspection,Food Service Establishment,Food Service Establishment,43.012803,-76.203872,1,4,0,0,3,0
St. Elias Church,"4988 Onondaga ROAD,  Syracuse",13215,2009-11-16,292918,Inspection,Food Service Establishment,Food Service Establishment,43.012803,-76.203872,0,1,0,1,4,0
St. Elias Church,"4988 Onondaga ROAD,  Syracuse",13215,2010-09-30,292918,Inspection,Food Service Establishment,Food Service Establishment,43.012803,-76.203872,0,3,0,0,1,0
St. Elias Church,"4988 Onondaga ROAD,  Syracuse",13215,2011-09-20,292918,Inspection,Food Service Establishment,Food Service Establishment,43.012803,-76.203872,0,0,0,0,3,0
St. Elias Church,"4988 Onondaga ROAD,  Syracuse",13215,2012-08-06,292918,Inspection,Food Service Establishment,Food Service Establishment,43.012803,-76.203872,1,1,0,0,0,0
St. Elias Church,"4988 Onondaga ROAD,  Syracuse",13215,2013-06-25,292918,Inspection,Food Service Establishment,Food Service Establishment,43.012803,-76.203872,0,3,0,1,1,0
St. Elias Church,"4988 Onondaga ROAD,  Syracuse",13215,2014-11-03,292918,Inspection,Food Service Establishment,Food Service Establishment,43.012803,-76.203872,0,5,0,0,3,0
St. Elias Church,"4988 Onondaga ROAD,  Syracuse",13215,2015-12-18,292918,Inspection,Food Service Establishment,Food Service Establishment,43.012803,-76.203872,0,1,0,0,5,0
St. Elias Church,"4988 Onondaga ROAD,  Syracuse",13215,2016-10-05,292918,Inspection,Food Service Establishment,Food Service Establishment,43.012803,-76.203872,0,3,0,0,1,0
St. George Macedonian Church,"5083 Onondaga ROAD,  Syracuse",13215,2006-08-04,292919,Inspection,Food Service Establishment,Food Service Establishment,43.017662,-76.216021,2,3,0,NA,NA,NA
St. George Macedonian Church,"5083 Onondaga ROAD,  Syracuse",13215,2007-12-07,292919,Inspection,Food Service Establishment,Food Service Establishment,43.017662,-76.216021,1,3,0,2,3,0
St. George Macedonian Church,"5083 Onondaga ROAD,  Syracuse",13215,2008-07-24,292919,Inspection,Food Service Establishment,Food Service Establishment,43.017662,-76.216021,1,3,0,1,3,0
St. George Macedonian Church,"5083 Onondaga ROAD,  Syracuse",13215,2009-11-12,292919,Inspection,Food Service Establishment,Food Service Establishment,43.017662,-76.216021,1,2,0,1,3,0
St. George Macedonian Church,"5083 Onondaga ROAD,  Syracuse",13215,2010-12-22,292919,Inspection,Food Service Establishment,Food Service Establishment,43.017662,-76.216021,0,0,0,1,2,0
St. George Macedonian Church,"5083 Onondaga ROAD,  Syracuse",13215,2011-10-14,292919,Inspection,Food Service Establishment,Food Service Establishment,43.017662,-76.216021,0,1,0,0,0,0
St. George Macedonian Church,"5083 Onondaga ROAD,  Syracuse",13215,2012-08-10,292919,Inspection,Food Service Establishment,Food Service Establishment,43.017662,-76.216021,1,1,0,0,1,0
St. George Macedonian Church,"5083 Onondaga ROAD,  Syracuse",13215,2013-08-09,292919,Inspection,Food Service Establishment,Food Service Establishment,43.017662,-76.216021,1,4,0,1,1,0
St. George Macedonian Church,"5083 Onondaga ROAD,  Syracuse",13215,2013-11-25,292919,Inspection,Food Service Establishment,Food Service Establishment,43.017662,-76.216021,0,0,0,1,4,0
St. George Macedonian Church,"5083 Onondaga ROAD,  Syracuse",13215,2014-11-03,292919,Inspection,Food Service Establishment,Food Service Establishment,43.017662,-76.216021,0,5,0,0,0,0
St. George Macedonian Church,"5083 Onondaga ROAD,  Syracuse",13215,2015-10-28,292919,Inspection,Food Service Establishment,Food Service Establishment,43.017662,-76.216021,0,0,0,0,5,0
St. George Macedonian Church,"5083 Onondaga ROAD,  Syracuse",13215,2016-06-06,292919,Inspection,Food Service Establishment,Food Service Establishment,43.017662,-76.216021,1,0,0,0,0,0
St. James Church,"4845 SOUTH Salina STREET,  Syracuse",13205,2006-03-23,293538,Inspection,Food Service Establishment,Food Service Establishment,42.999352,-76.14282,1,1,0,NA,NA,NA
St. James Church,"4845 SOUTH Salina STREET,  Syracuse",13205,2007-04-25,293538,Inspection,Food Service Establishment,Food Service Establishment,42.999352,-76.14282,0,1,0,1,1,0
St. James Church,"4845 SOUTH Salina STREET,  Syracuse",13205,2008-05-22,293538,Inspection,Food Service Establishment,Food Service Establishment,42.999352,-76.14282,0,2,0,0,1,0
St. James Church,"4845 SOUTH Salina STREET,  Syracuse",13205,2009-04-28,293538,Inspection,Food Service Establishment,Food Service Establishment,42.999352,-76.14282,0,0,0,0,2,0
St. James Church,"4845 SOUTH Salina STREET,  Syracuse",13205,2010-08-02,293538,Inspection,Food Service Establishment,Food Service Establishment,42.999352,-76.14282,0,1,0,0,0,0
St. James Church,"4845 SOUTH Salina STREET,  Syracuse",13205,2011-04-19,293538,Inspection,Food Service Establishment,Food Service Establishment,42.999352,-76.14282,0,0,0,0,1,0
St. James Church,"4845 SOUTH Salina STREET,  Syracuse",13205,2012-04-12,293538,Inspection,Food Service Establishment,Food Service Establishment,42.999352,-76.14282,0,0,0,0,0,0
St. James Church,"4845 SOUTH Salina STREET,  Syracuse",13205,2013-10-22,293538,Inspection,Food Service Establishment,Food Service Establishment,42.999352,-76.14282,0,0,0,0,0,0
St. James Church,"4845 SOUTH Salina STREET,  Syracuse",13205,2014-03-26,293538,Inspection,Food Service Establishment,Food Service Establishment,42.999352,-76.14282,0,0,0,0,0,0
St. James Church,"4845 SOUTH Salina STREET,  Syracuse",13205,2015-04-29,293538,Inspection,Food Service Establishment,Food Service Establishment,42.999352,-76.14282,0,1,0,0,0,0
St. James Church,"4845 SOUTH Salina STREET,  Syracuse",13205,2016-06-07,293538,Inspection,Food Service Establishment,Food Service Establishment,42.999352,-76.14282,0,1,0,0,1,0
St. John the Baptist Church,"406 Court STREET,  Syracuse",13208,2007-11-14,564602,Inspection,Food Service Establishment,Food Service Establishment,43.068581,-76.157978,0,5,0,NA,NA,NA
St. John the Baptist Church,"406 Court STREET,  Syracuse",13208,2008-11-14,564602,Inspection,Food Service Establishment,Food Service Establishment,43.068581,-76.157978,1,2,0,0,5,0
St. John the Baptist Church,"406 Court STREET,  Syracuse",13208,2009-11-18,564602,Inspection,Food Service Establishment,Food Service Establishment,43.068581,-76.157978,0,4,0,1,2,0
St. John the Baptist Church,"406 Court STREET,  Syracuse",13208,2010-11-03,564602,Inspection,Food Service Establishment,Food Service Establishment,43.068581,-76.157978,0,4,0,0,4,0
St. John the Baptist Church,"406 Court STREET,  Syracuse",13208,2011-09-14,564602,Inspection,Food Service Establishment,Food Service Establishment,43.068581,-76.157978,0,1,0,0,4,0
St. John the Baptist Church,"406 Court STREET,  Syracuse",13208,2012-08-30,564602,Inspection,Food Service Establishment,Food Service Establishment,43.068581,-76.157978,0,1,0,0,1,0
St. John the Baptist Church,"406 Court STREET,  Syracuse",13208,2013-08-08,564602,Inspection,Food Service Establishment,Food Service Establishment,43.068581,-76.157978,0,1,0,0,1,0
St. John the Baptist Church,"406 Court STREET,  Syracuse",13208,2014-09-23,564602,Inspection,Food Service Establishment,Food Service Establishment,43.068581,-76.157978,0,4,0,0,1,0
St. John the Baptist Church,"406 Court STREET,  Syracuse",13208,2015-11-19,564602,Inspection,Food Service Establishment,Food Service Establishment,43.068581,-76.157978,0,3,0,0,4,0
St. John the Baptist Church,"406 Court STREET,  Syracuse",13208,2016-10-04,564602,Inspection,Food Service Establishment,Food Service Establishment,43.068581,-76.157978,0,2,0,0,3,0
St. John the Baptist Ukrainian Catho,"207 Tompkins STREET,  Syracuse",13204,2006-08-23,294601,Inspection,Food Service Establishment,Food Service Establishment,43.048259,-76.180866,0,1,0,NA,NA,NA
St. John the Baptist Ukrainian Catho,"207 Tompkins STREET,  Syracuse",13204,2007-12-06,294601,Inspection,Food Service Establishment,Food Service Establishment,43.048259,-76.180866,1,3,0,0,1,0
St. John the Baptist Ukrainian Catho,"207 Tompkins STREET,  Syracuse",13204,2008-07-08,294601,Inspection,Food Service Establishment,Food Service Establishment,43.048259,-76.180866,0,1,0,1,3,0
St. John the Baptist Ukrainian Catho,"207 Tompkins STREET,  Syracuse",13204,2009-09-29,294601,Inspection,Food Service Establishment,Food Service Establishment,43.048259,-76.180866,0,0,0,0,1,0
St. John the Baptist Ukrainian Catho,"207 Tompkins STREET,  Syracuse",13204,2010-11-09,294601,Inspection,Food Service Establishment,Food Service Establishment,43.048259,-76.180866,0,3,0,0,0,0
St. John the Baptist Ukrainian Catho,"207 Tompkins STREET,  Syracuse",13204,2011-04-08,294601,Inspection,Food Service Establishment,Food Service Establishment,43.048259,-76.180866,1,0,0,0,3,0
St. John the Baptist Ukrainian Catho,"207 Tompkins STREET,  Syracuse",13204,2012-03-06,294601,Inspection,Food Service Establishment,Food Service Establishment,43.048259,-76.180866,0,2,0,1,0,0
St. John the Baptist Ukrainian Catho,"207 Tompkins STREET,  Syracuse",13204,2013-10-08,294601,Inspection,Food Service Establishment,Food Service Establishment,43.048259,-76.180866,0,0,0,0,2,0
St. John the Baptist Ukrainian Catho,"207 Tompkins STREET,  Syracuse",13204,2014-08-19,294601,Inspection,Food Service Establishment,Food Service Establishment,43.048259,-76.180866,0,2,0,0,0,0
St. John the Baptist Ukrainian Catho,"207 Tompkins STREET,  Syracuse",13204,2015-08-07,294601,Inspection,Food Service Establishment,Food Service Establishment,43.048259,-76.180866,0,0,0,0,2,0
St. John the Baptist Ukrainian Catho,"207 Tompkins STREET,  Syracuse",13204,2016-08-18,294601,Inspection,Food Service Establishment,Food Service Establishment,43.048259,-76.180866,0,0,0,0,0,0
St. Lucy's Auditorium,"425 Gifford STREET,  Syracuse",13204,2006-05-30,292598,Inspection,Food Service Establishment,Food Service Establishment,43.043244,-76.161384,0,0,0,NA,NA,NA
St. Lucy's Auditorium,"425 Gifford STREET,  Syracuse",13204,2007-09-07,292598,Inspection,Food Service Establishment,Food Service Establishment,43.043244,-76.161384,1,3,0,0,0,0
St. Lucy's Auditorium,"425 Gifford STREET,  Syracuse",13204,2008-04-16,292598,Inspection,Food Service Establishment,Food Service Establishment,43.043244,-76.161384,0,6,0,1,3,0
St. Lucy's Auditorium,"425 Gifford STREET,  Syracuse",13204,2009-04-08,292598,Inspection,Food Service Establishment,Food Service Establishment,43.043244,-76.161384,0,6,0,0,6,0
St. Lucy's Auditorium,"425 Gifford STREET,  Syracuse",13204,2010-06-30,292598,Inspection,Food Service Establishment,Food Service Establishment,43.043244,-76.161384,1,4,0,0,6,0
St. Lucy's Auditorium,"425 Gifford STREET,  Syracuse",13204,2011-02-24,292598,Inspection,Food Service Establishment,Food Service Establishment,43.043244,-76.161384,3,3,0,1,4,0
St. Lucy's Auditorium,"425 Gifford STREET,  Syracuse",13204,2012-02-17,292598,Inspection,Food Service Establishment,Food Service Establishment,43.043244,-76.161384,1,6,0,3,3,0
St. Lucy's Auditorium,"425 Gifford STREET,  Syracuse",13204,2012-03-20,292598,Re-Inspection,Food Service Establishment,Food Service Establishment,43.043244,-76.161384,0,2,0,1,6,0
St. Lucy's Auditorium,"425 Gifford STREET,  Syracuse",13204,2013-03-07,292598,Inspection,Food Service Establishment,Food Service Establishment,43.043244,-76.161384,2,3,0,0,2,0
St. Lucy's Auditorium,"425 Gifford STREET,  Syracuse",13204,2014-09-02,292598,Inspection,Food Service Establishment,Food Service Establishment,43.043244,-76.161384,0,4,0,2,3,0
St. Lucy's Auditorium,"425 Gifford STREET,  Syracuse",13204,2015-08-18,292598,Inspection,Food Service Establishment,Food Service Establishment,43.043244,-76.161384,1,1,0,0,4,0
St. Lucy's Auditorium,"425 Gifford STREET,  Syracuse",13204,2016-08-30,292598,Inspection,Food Service Establishment,Food Service Establishment,43.043244,-76.161384,1,1,0,1,1,0
St. Mark the Evangelist Episcopal Ch,"1612 WEST Genesee STREET,  Syracuse",13204,2011-05-17,768569,Inspection,Food Service Establishment,Food Service Establishment,43.052435,-76.18677,0,2,0,NA,NA,NA
St. Mark the Evangelist Episcopal Ch,"1612 WEST Genesee STREET,  Syracuse",13204,2012-09-18,768569,Inspection,Food Service Establishment,Food Service Establishment,43.052435,-76.18677,0,2,0,0,2,0
St. Mark the Evangelist Episcopal Ch,"1612 WEST Genesee STREET,  Syracuse",13204,2013-10-23,768569,Inspection,Food Service Establishment,Food Service Establishment,43.052435,-76.18677,0,2,0,0,2,0
St. Mark the Evangelist Episcopal Ch,"1612 WEST Genesee STREET,  Syracuse",13204,2014-10-09,768569,Inspection,Food Service Establishment,Food Service Establishment,43.052435,-76.18677,0,1,0,0,2,0
St. Mark the Evangelist Episcopal Ch,"1612 WEST Genesee STREET,  Syracuse",13204,2015-11-13,768569,Inspection,Food Service Establishment,Food Service Establishment,43.052435,-76.18677,0,1,0,0,1,0
St. Paul's United Methodist Church,"2200 Valley DRIVE,  Syracuse",13207,2012-05-16,801945,Inspection,Food Service Establishment,Food Service Establishment,42.992851,-76.152504,0,0,0,NA,NA,NA
St. Paul's United Methodist Church,"2200 Valley DRIVE,  Syracuse",13207,2013-01-25,801945,Inspection,Food Service Establishment,Food Service Establishment,42.992851,-76.152504,0,1,0,0,0,0
St. Paul's United Methodist Church,"2200 Valley DRIVE,  Syracuse",13207,2014-10-31,801945,Inspection,Food Service Establishment,Food Service Establishment,42.992851,-76.152504,0,4,0,0,1,0
St. Paul's United Methodist Church,"2200 Valley DRIVE,  Syracuse",13207,2015-10-14,801945,Inspection,Food Service Establishment,Food Service Establishment,42.992851,-76.152504,0,1,0,0,4,0
St. Paul's United Methodist Church,"2200 Valley DRIVE,  Syracuse",13207,2016-05-31,801945,Inspection,Food Service Establishment,Food Service Establishment,42.992851,-76.152504,0,1,0,0,1,0
St. Sophia's Greek Orthodox Church,"325 Waring ROAD,  Syracuse",13224,2006-06-07,292922,Inspection,Food Service Establishment,Food Service Establishment,43.024416,-76.101902,3,5,0,NA,NA,NA
St. Sophia's Greek Orthodox Church,"325 Waring ROAD,  Syracuse",13224,2007-06-07,292922,Inspection,Food Service Establishment,Food Service Establishment,43.024416,-76.101902,2,3,0,3,5,0
St. Sophia's Greek Orthodox Church,"325 Waring ROAD,  Syracuse",13224,2008-06-05,292922,Inspection,Food Service Establishment,Food Service Establishment,43.024416,-76.101902,1,3,0,2,3,0
St. Sophia's Greek Orthodox Church,"325 Waring ROAD,  Syracuse",13224,2009-07-15,292922,Inspection,Food Service Establishment,Food Service Establishment,43.024416,-76.101902,1,0,0,1,3,0
St. Sophia's Greek Orthodox Church,"325 Waring ROAD,  Syracuse",13224,2010-05-24,292922,Inspection,Food Service Establishment,Food Service Establishment,43.024416,-76.101902,0,1,0,1,0,0
St. Sophia's Greek Orthodox Church,"325 Waring ROAD,  Syracuse",13224,2011-06-10,292922,Inspection,Food Service Establishment,Food Service Establishment,43.024416,-76.101902,2,13,0,0,1,0
St. Sophia's Greek Orthodox Church,"325 Waring ROAD,  Syracuse",13224,2012-06-07,292922,Inspection,Food Service Establishment,Food Service Establishment,43.024416,-76.101902,0,2,0,2,13,0
St. Sophia's Greek Orthodox Church,"325 Waring ROAD,  Syracuse",13224,2013-06-06,292922,Inspection,Food Service Establishment,Food Service Establishment,43.024416,-76.101902,0,3,0,0,2,0
St. Sophia's Greek Orthodox Church,"325 Waring ROAD,  Syracuse",13224,2014-02-24,292922,Inspection,Food Service Establishment,Food Service Establishment,43.024416,-76.101902,2,2,0,0,3,0
St. Sophia's Greek Orthodox Church,"325 Waring ROAD,  Syracuse",13224,2015-03-12,292922,Inspection,Food Service Establishment,Food Service Establishment,43.024416,-76.101902,0,5,0,2,2,0
St. Sophia's Greek Orthodox Church,"325 Waring ROAD,  Syracuse",13224,2016-04-12,292922,Inspection,Food Service Establishment,Food Service Establishment,43.024416,-76.101902,2,2,0,0,5,0
St. Stephen Lutheran Church,"873 Dewitt STREET,  Syracuse",13203,2006-01-25,539344,Inspection,Food Service Establishment,Food Service Establishment,43.070722,-76.134431,0,1,0,NA,NA,NA
St. Stephen Lutheran Church,"873 Dewitt STREET,  Syracuse",13203,2007-11-13,539344,Inspection,Food Service Establishment,Food Service Establishment,43.070722,-76.134431,0,4,0,0,1,0
St. Stephen Lutheran Church,"873 Dewitt STREET,  Syracuse",13203,2008-12-02,539344,Inspection,Food Service Establishment,Food Service Establishment,43.070722,-76.134431,0,7,0,0,4,0
St. Stephen Lutheran Church,"873 Dewitt STREET,  Syracuse",13203,2009-11-30,539344,Inspection,Food Service Establishment,Food Service Establishment,43.070722,-76.134431,0,1,0,0,7,0
St. Stephen Lutheran Church,"873 Dewitt STREET,  Syracuse",13203,2010-11-02,539344,Inspection,Food Service Establishment,Food Service Establishment,43.070722,-76.134431,0,2,0,0,1,0
St. Stephen Lutheran Church,"873 Dewitt STREET,  Syracuse",13203,2011-11-02,539344,Inspection,Food Service Establishment,Food Service Establishment,43.070722,-76.134431,0,0,0,0,2,0
St. Stephen Lutheran Church,"873 Dewitt STREET,  Syracuse",13203,2012-05-08,539344,Inspection,Food Service Establishment,Food Service Establishment,43.070722,-76.134431,0,1,0,0,0,0
St. Stephen Lutheran Church,"873 Dewitt STREET,  Syracuse",13203,2013-03-25,539344,Inspection,Food Service Establishment,Food Service Establishment,43.070722,-76.134431,0,2,0,0,1,0
St. Stephen Lutheran Church,"873 Dewitt STREET,  Syracuse",13203,2014-08-21,539344,Inspection,Food Service Establishment,Food Service Establishment,43.070722,-76.134431,0,0,0,0,2,0
St. Stephen Lutheran Church,"873 Dewitt STREET,  Syracuse",13203,2015-10-14,539344,Inspection,Food Service Establishment,Food Service Establishment,43.070722,-76.134431,0,1,0,0,0,0
St. Vincent DePaul,"342 Vine STREET,  Syracuse",13203,2013-07-19,840103,Inspection,SED Summer Feeding Prog.,SED Food Preparation Site,NA,NA,0,0,0,NA,NA,NA
St. Vincent DePaul,"342 Vine STREET,  Syracuse",13203,2014-07-18,840103,Inspection,SED Summer Feeding Prog.,SED Food Preparation Site,NA,NA,0,0,0,0,0,0
St. Vincent DePaul,"342 Vine STREET,  Syracuse",13203,2015-07-28,840103,Inspection,SED Summer Feeding Prog.,SED Food Preparation Site,NA,NA,0,0,0,0,0,0
St. Vincent DePaul,"342 Vine STREET,  Syracuse",13203,2016-07-27,840103,Inspection,SED Summer Feeding Prog.,SED Food Preparation Site,NA,NA,0,0,0,0,0,0
St. Vincent de Paul Church,"342 Vine STREET,  Syracuse",13203,2006-10-25,556355,Inspection,Food Service Establishment,Food Service Establishment,43.054242,-76.125542,0,2,0,NA,NA,NA
St. Vincent de Paul Church,"342 Vine STREET,  Syracuse",13203,2007-07-16,556355,Inspection,Food Service Establishment,Food Service Establishment,43.054242,-76.125542,0,2,0,0,2,0
St. Vincent de Paul Church,"342 Vine STREET,  Syracuse",13203,2008-04-25,556355,Inspection,Food Service Establishment,Food Service Establishment,43.054242,-76.125542,0,2,0,0,2,0
St. Vincent de Paul Church,"342 Vine STREET,  Syracuse",13203,2009-04-06,556355,Inspection,Food Service Establishment,Food Service Establishment,43.054242,-76.125542,0,1,0,0,2,0
St. Vincent de Paul Church,"342 Vine STREET,  Syracuse",13203,2010-04-09,556355,Inspection,Food Service Establishment,Food Service Establishment,43.054242,-76.125542,0,3,0,0,1,0
St. Vincent de Paul Church,"342 Vine STREET,  Syracuse",13203,2011-10-18,556355,Inspection,Food Service Establishment,Food Service Establishment,43.054242,-76.125542,0,0,0,0,3,0
St. Vincent de Paul Church,"342 Vine STREET,  Syracuse",13203,2012-07-03,556355,Inspection,Food Service Establishment,Food Service Establishment,43.054242,-76.125542,0,0,0,0,0,0
St. Vincent de Paul Church,"342 Vine STREET,  Syracuse",13203,2013-06-18,556355,Inspection,Food Service Establishment,Food Service Establishment,43.054242,-76.125542,0,1,0,0,0,0
St. Vincent de Paul Church,"342 Vine STREET,  Syracuse",13203,2014-04-07,556355,Inspection,Food Service Establishment,Food Service Establishment,43.054242,-76.125542,2,1,0,0,1,0
St. Vincent de Paul Church,"342 Vine STREET,  Syracuse",13203,2014-05-08,556355,Re-Inspection,Food Service Establishment,Food Service Establishment,43.054242,-76.125542,0,0,0,2,1,0
St. Vincent de Paul Church,"342 Vine STREET,  Syracuse",13203,2014-07-18,556355,Inspection,Food Service Establishment,Food Service Establishment,43.054242,-76.125542,0,0,0,0,0,0
St. Vincent de Paul Church,"342 Vine STREET,  Syracuse",13203,2015-07-28,556355,Inspection,Food Service Establishment,Food Service Establishment,43.054242,-76.125542,0,0,0,0,0,0
St. Vincent de Paul Church,"342 Vine STREET,  Syracuse",13203,2016-07-27,556355,Inspection,Food Service Establishment,Food Service Establishment,43.054242,-76.125542,0,0,0,0,0,0
St. Vincent de Paul Parish Center,"1101 Burnet AVENUE,  Syracuse",13203,2010-03-05,726812,Inspection,Food Service Establishment,Food Service Establishment,43.053617,-76.124463,1,1,0,NA,NA,NA
St. Vincent de Paul Parish Center,"1101 Burnet AVENUE,  Syracuse",13203,2010-03-19,726812,Re-Inspection,Food Service Establishment,Food Service Establishment,43.053617,-76.124463,0,0,0,1,1,0
St. Vincent de Paul Parish Center,"1101 Burnet AVENUE,  Syracuse",13203,2011-03-28,726812,Inspection,Food Service Establishment,Food Service Establishment,43.053617,-76.124463,0,4,0,0,0,0
