OBJECTID,HSISID,Score,Date,Description,Type
19278,04092030237,96.5,2015-10-30T00:00:00.000Z,,Inspection
19279,04092030237,95,2016-05-03T00:00:00.000Z,,Inspection
19280,04092021409,99,2013-11-18T00:00:00.000Z,,Inspection
19281,04092021409,99.5,2016-07-12T00:00:00.000Z,,Inspection
19282,04092016553,100,2013-11-26T00:00:00.000Z,Note : The hand sink faucet in the kitchen needs to run for 15 seconds.,Inspection
19283,04092016553,99.5,2014-07-25T00:00:00.000Z,,Inspection
19284,04092016553,96,2015-06-12T00:00:00.000Z,,Inspection
19285,04092021528,97.5,2013-05-17T00:00:00.000Z,"Maintain cold potentially hazardous food 45F or less. Required temperature for cold potentially hazardous food is changing from 45F to 41F. Points may be deducted for PHF above 41F beginning in 2019. 

Check this website for the FDA's online version of the Employee Health and Personal Hygiene handbook. This page also has all of the different language versions of 1-B and the email address for requesting paper copies:  http://1.usa.gov/YMygOt.

Quick reference for guidance on managing sick employees:  http://www.wakegov.com/food/healthinspections/resources/Documents/DPI_Employee%20Health%20Decision%20Tree.pdf.  

To take ServSafe proctored exam only: http://www.wakegov.com/food/healthinspections/servsafe/Pages/default.aspx",Inspection
19286,04092021528,93.5,2014-04-02T00:00:00.000Z,,Inspection
19287,04092015693,98,2013-01-04T00:00:00.000Z,,Inspection
19288,04092016026,94.5,2016-01-08T00:00:00.000Z,Inspection made with Mr. Shawn Mcleod.,Inspection
19289,04092021692,91.5,2016-08-29T00:00:00.000Z,"Your facility is very close to less than an ""A"" rating! Please make corrections after inspections. There were repeat violations. Inspector will return to check corrections of the VR items. If not corrected, an intent to suspend the operations permit must be issued. Owner Krista said I could leave the paperwork at the wine shop next door. She had a quick delivery to make.
Follow-Up: 09/08/2016",Inspection
19290,04092014889,99,2016-07-22T00:00:00.000Z,Still looks good! Inspection made with the manager Rodney.,Inspection
19291,04092016289,97.5,2015-07-24T00:00:00.000Z,Inspection made with the manager Carmen.,Inspection
19292,04092016289,96,2016-06-21T00:00:00.000Z,Inspection made with manager Josiah and inspector Marion.,Inspection
19293,04092017185,94.5,2016-05-24T00:00:00.000Z,,Inspection
19294,04092016530,92.5,2014-06-23T00:00:00.000Z,Follow-Up: 07/07/2014,Inspection
19295,04092014786,94.5,2016-10-07T00:00:00.000Z,,Inspection
19296,04092016311,98.5,2013-10-09T00:00:00.000Z,,Inspection
19297,04092016311,97,2014-04-16T00:00:00.000Z,,Inspection
19298,04092016311,98,2014-10-24T00:00:00.000Z,,Inspection
19299,04092016311,99.5,2015-04-15T00:00:00.000Z,,Inspection
19300,04092016642,95.5,2015-07-22T00:00:00.000Z,Follow-Up: 08/03/2015,Inspection
19301,04092016642,94.5,2016-01-06T00:00:00.000Z,,Inspection
19302,04092016642,94.5,2016-07-06T00:00:00.000Z,Follow-Up: 07/16/2016,Inspection
19303,04092016141,95.5,2014-04-28T00:00:00.000Z,"Inspector will return on May 8, 2014 to check for re-planned or replaced white cutting-boards.
Follow-Up: 05/08/2014",Inspection
19304,04092016141,95.5,2014-11-06T00:00:00.000Z,"Not bad today. Get all hand-sinks to 100F degrees minimum temperature. I will return in 10 days to check hand-sink temperatures.
Follow-Up: 11/17/2014",Inspection
19305,04092016141,97.5,2016-01-19T00:00:00.000Z,Inspection made with Ms. Cassandra Black.,Inspection
19306,04092016860,99,2016-10-28T00:00:00.000Z,,Inspection
19307,04092016317,97.5,2014-04-01T00:00:00.000Z,Follow-Up: 04/11/2014 Inspector will return to verify cutting-boards have been re-planned or replaced.,Inspection
19308,04092016317,98,2014-12-11T00:00:00.000Z,Great job! Inspection made with manager Amy.,Inspection
19309,04092016317,93,2016-06-07T00:00:00.000Z,Inspection made with manager Mr. Walker and inspector James Smith.,Inspection
19310,04092015501,93,2015-07-29T00:00:00.000Z,,Inspection
19311,04092015501,96,2016-02-23T00:00:00.000Z,Glasses at bar area need protection from contamination from customers. Hang some kind of shield to protect glasses.,Inspection
19312,04092014503,97.5,2015-08-20T00:00:00.000Z,Thanks for the corrections you have made. Inspection made with the owner Jimmy. Grade went up 1 point.,Inspection
19313,04092014503,96,2016-02-03T00:00:00.000Z,Inspection made with the owner Jimmy.,Inspection
19314,04092021592,93.5,2013-02-20T00:00:00.000Z,,Inspection
19315,04092440408,96.5,2013-06-11T00:00:00.000Z,6. CLEAN FLOORS IN CLASSROOM AND IN LIBRARY. CLEAN WALLS AND CEILING TILES IN CLASSS OF DUST BUILD UP. 8. CLEAN AIR VENTS IN CLASSROOMS.,Inspection
19316,04092016004,95,2013-11-18T00:00:00.000Z,Ice bin for drinks on main counter needs a cover to protect ice from customer contamination.,Inspection
19317,04092016004,90,2014-05-28T00:00:00.000Z,,Inspection
19318,04092015312,90,2013-12-05T00:00:00.000Z,,Inspection
19319,04092015312,90,2014-04-24T00:00:00.000Z,,Inspection
19320,04092015312,95,2014-12-18T00:00:00.000Z,Follow-Up: 12/29/2014,Inspection
19321,04092015312,94.5,2015-11-19T00:00:00.000Z,,Inspection
19322,04092015312,95,2016-06-24T00:00:00.000Z,Follow-Up: 07/05/2016,Inspection
19323,04092015857,96,2012-12-14T00:00:00.000Z,,Inspection
19324,04092015857,97,2013-10-25T00:00:00.000Z,,Inspection
19325,04092015857,97.5,2014-02-28T00:00:00.000Z,,Inspection
19326,04092015857,98,2014-10-03T00:00:00.000Z,,Inspection
19327,04092015857,97.5,2015-03-10T00:00:00.000Z,,Inspection
19328,04092015857,97.5,2015-09-30T00:00:00.000Z,,Inspection
19329,04092015857,97.5,2016-02-18T00:00:00.000Z,,Inspection
19330,04092015857,97.5,2016-09-14T00:00:00.000Z,Follow-Up: 09/24/2016,Inspection
19331,04092014670,97,2012-09-27T00:00:00.000Z,,Inspection
19332,04092014670,94.5,2013-03-22T00:00:00.000Z,,Inspection
19333,04092016822,98.5,2016-10-28T00:00:00.000Z,,Inspection
19334,04092015554,98,2016-03-28T00:00:00.000Z,,Inspection
19335,04092021854,99,2015-08-26T00:00:00.000Z,Inspection made with the market manager Danielle. Market looks good.,Inspection
19336,04092014655,97,2016-07-21T00:00:00.000Z,,Inspection
19337,04092017198,98.5,2016-10-17T00:00:00.000Z,INSPECTION MADE WITH MR. DAVID GREENWELL.,Inspection
19338,04092016803,96.5,2015-10-12T00:00:00.000Z,This was my first inspection in this facility and several general comments were made. Please correct items on this inspection. I look forward to working with you. Grade remained the same.,Inspection
19339,04092016803,97.5,2016-02-18T00:00:00.000Z,Inspection made with the manager Eric and chef Alex. Thanks for buying the new sneeze guard.,Inspection
19340,04092016803,97,2016-08-15T00:00:00.000Z,Inspection made with MS. Dana Nelson,Inspection
19341,04092016007,96,2014-05-21T00:00:00.000Z,,Inspection
19342,04092016007,97,2014-09-17T00:00:00.000Z,"Corrections from the past inspection have been made, new faucet, receptacle and employee health policy. Looks good!",Inspection
19343,04092016007,97,2015-01-12T00:00:00.000Z,Servsafe information: www.wakegov.com/food/healthinspections/servesafe,Inspection
19344,04092016007,97,2015-10-08T00:00:00.000Z,,Inspection
19345,04092016007,96,2016-02-19T00:00:00.000Z,Inspection made with the manager Matthew.,Inspection
19346,04092016007,95.5,2016-09-12T00:00:00.000Z,Inspection performed by inspector Marion Wearing.,Inspection
19347,04092015116,97,2013-01-15T00:00:00.000Z,,Inspection
19348,04092021467,95,2014-07-17T00:00:00.000Z,Congratulations on getting serv/safe certified!,Inspection
19349,04092021467,94,2015-01-15T00:00:00.000Z,"Inspector will return in 10 days to check the walk-in cooler temperature. Temperature must be 41F degrees or lower.
Follow-Up: 01/26/2015",Inspection
19350,04092021467,95.5,2015-06-24T00:00:00.000Z,Kitchen was very organized and clean! Inspection made with the owners.,Inspection
19351,04092021467,95,2015-11-25T00:00:00.000Z,I can tell improvements have been made. Please continue to correct items on the inspection sheets. Happy Holidays!,Inspection
19352,04092021467,94.5,2016-05-02T00:00:00.000Z,"Thanks for making corrections from the past inspection. Inspection made with the owners. Items marked VR must be corrected when I return or a intent to suspend your permit must be issued.
Follow-Up: 05/12/2016",Inspection
19353,04092015591,96.5,2016-02-25T00:00:00.000Z,"Inspection made with Mr. Melvin Coreas-B. Verification will be required for item #23.
Follow-Up: 03/05/2016",Inspection
19354,04092021689,95,2013-07-18T00:00:00.000Z,Follow-Up: 07/25/2013,Inspection
19355,04092016931,94,2015-11-29T00:00:00.000Z,TRANSITIONAL COMPLETED,Inspection
19356,04092016412,96.5,2013-06-28T00:00:00.000Z,TRANSITIONAL COMPLETED EARLY THANKS,Inspection
19357,04092017113,98.5,2016-01-06T00:00:00.000Z,"In the front prep area, the racks for online orders are too close to the paper towel dispenser, there is potential for splash contamination of food on the racks when reaching for a paper towel after handwashing. The paper towel dispenser needs to be moved or the racks should be kept in an alternative location. There was no food on the racks at the time of inspection, this is simply an observation of potential for contamination.<br>In the back prep area, the paper towels are mounted over single-use gloves that are used for food handling. There is potential for contamination of the gloves from dripping hands as employees reach for a paper towel. It is recommended to move the gloves or the paper towels to prevent contamination.<br>During inspection, one employee was observed to turn the water off after handwashing with their clean hands. To avoid recontamination of hands, make sure to use a paper towel or other barrier to turn the water off after handwashing.",Inspection
19358,04092017115,97,2016-02-03T00:00:00.000Z,,Inspection
19359,04092016456,100,2016-08-19T00:00:00.000Z,No demerits at time of inspection.,Inspection
19360,04092021921,99.5,2016-01-27T00:00:00.000Z,,Inspection
19361,04092021921,99.5,2016-07-07T00:00:00.000Z,,Inspection
19362,04092110462,99,2013-09-26T00:00:00.000Z,,Inspection
19363,04092110462,100,2014-03-27T00:00:00.000Z,,Inspection
19364,04092110462,98.5,2014-09-16T00:00:00.000Z,"In the storage area off the dining room where paper goods, trays, etc are stored, some items are stored on overturned milk crates. The height of the crates is acceptable to meet storage requirements but the crates cannot be easily cleaned under. The crates need to be moved frequently for cleaning in the area but it would be preferable to use a dunnage rack or shelving that is open at the bottom so that the floors are more easily accessible for cleaning.",Inspection
19365,04092110462,100,2015-01-21T00:00:00.000Z,,Inspection
19366,04092110462,100,2015-04-13T00:00:00.000Z,,Inspection
19367,04092110462,100,2015-09-01T00:00:00.000Z,,Inspection
19368,04092110462,99,2016-01-07T00:00:00.000Z,,Inspection
19369,04092110462,100,2016-04-15T00:00:00.000Z,"The existing ice machine is no longer operating and a new machine has been brought in but it has not been hooked up. The new machine is currently sitting next to the prep table. According to the manager, the machine has been sitting in the facility since February. Ice is used to hold cold foods on the serving line and for cooling hot foods, a functioning ice machine is needed to properly maintain foods at safe temperatures. The old machine needs to be removed so that the new machine can be installed.",Inspection
19370,04092040309,100,2014-06-21T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
19371,04092040309,100,2015-02-07T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
19372,04092040309,100,2015-09-17T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
19373,04092040309,100,2016-03-17T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
19374,04092021641,99.5,2013-10-23T00:00:00.000Z,,Inspection
19375,04092021641,98,2014-12-19T00:00:00.000Z,"Facility only has a 2 compartment sink. New rules require a 3 compartment sink unless prior approval is given for use of 2 compartment sink. Use of the sink can be approved under the following conditions: 1) Written procedure for cleaning and sanitizing of equipment and utensils is put in place. 2) Cleaning and sanitizing solutions are mixed immediately prior to use and drained immediately after use. 3) Use of detergent-sanitizer to sanitize utensils and equipment according to manufacturer instructions. If these conditions cannot be met, a variance can be obtained to use the 2 compartment sink or the sink should be replaced with a 3 compartment sink. Variance information discussed with owner, CDI, follow up during next inspection.",Inspection
19376,04092021641,97,2015-07-30T00:00:00.000Z,,Inspection
19377,04092016238,90.5,2014-09-28T00:00:00.000Z,Follow-Up: 10/08/2014,Inspection
19378,04092016238,92,2015-01-09T00:00:00.000Z,,Inspection
19379,04092015364,96,2013-03-21T00:00:00.000Z,Initial inspection of facility under new NC Food Code. All food prep. staff should wear proper hair restraints. Recommend use of extra racks or shelving to keep bottled drinks stored above the floor.,Inspection
19380,04092016834,90.5,2015-03-26T00:00:00.000Z,Follow-Up: 04/05/2015,Inspection
19381,04092014806,95,2016-08-04T00:00:00.000Z,"Inspection made with Manager Chris and inspector Marion W. Inspector will return to check VR items. All VR items must be corrected on the due date or an intent to suspend the operation permit must be issued.
Follow-Up: 08/11/2016",Inspection
19382,04092015224,90,2014-03-25T00:00:00.000Z,Follow-Up: 04/04/2014,Inspection
19383,04092015495,98.5,2013-05-13T00:00:00.000Z,,Inspection
19384,04092015495,97.5,2013-07-30T00:00:00.000Z,,Inspection
19385,04092015308,98.5,2013-02-27T00:00:00.000Z,"Go to www.wakegov.com/food for updates and information.
The NC Food Code can also be accessed at http://ehs.ncpublichealth.com/index.htm
Chris Salter (919)868-2562",Inspection
19386,04092015308,100,2013-05-01T00:00:00.000Z,"Go to www.wakegov.com/food for updates and information.

Establishment is very clean and well run. Good!",Inspection
19387,04092015308,98,2013-08-27T00:00:00.000Z,"Go to www.wakegov.com/food for updates and information.

Backflow prevention has been added to the water supply for the large ice machine. Good!",Inspection
19388,04092015501,99.5,2013-03-26T00:00:00.000Z,,Inspection
19389,04092014503,98.5,2013-01-22T00:00:00.000Z,,Inspection
19390,04092014503,99,2013-05-21T00:00:00.000Z,"Go to www.wakegov.com/food for updates and information.

The NC Food Code can also be accessed at http://ehs.ncpublichealth.com/index.htm",Inspection
19391,04092014503,97,2013-07-22T00:00:00.000Z,Go to www.wakegov.com/food for updates and information.,Inspection
19392,04092014504,96,2012-11-28T00:00:00.000Z,,Inspection
19393,04092021557,99,2013-11-15T00:00:00.000Z,,Inspection
19394,04092021557,100,2014-10-06T00:00:00.000Z,,Inspection
19395,04092021557,97.5,2015-04-21T00:00:00.000Z,,Inspection
19396,04092015567,95,2012-12-12T00:00:00.000Z,,Inspection
19397,04092015567,97,2013-04-22T00:00:00.000Z,,Inspection
19398,04092015567,95.5,2015-07-21T00:00:00.000Z,,Inspection
19399,04092015567,95,2016-02-01T00:00:00.000Z,,Inspection
19400,04092015567,95.5,2016-07-05T00:00:00.000Z,,Inspection
19401,04092014742,97.5,2013-05-02T00:00:00.000Z,Walk-in cooler is holding food at 45'F. This leaves no room for fluctuation or warmer temperatures as the summer approaches. Recommended food temperature is below 41'F.  Having a walk-in cooler above 41'F is also challenging for rapid cooling. Pinto Beans cooling since yesterday that are stored perfectly are fluctuating between 45'F and 46'F.,Inspection
19402,04092014742,98.5,2014-02-05T00:00:00.000Z,Establishment using very good cooling methods combining uncovered pans in ice baths and use of the walk in cooler. Thank you for your continued efforts in this area.,Inspection
19403,04092014742,96.5,2014-08-27T00:00:00.000Z,"NOTE:  Breaded fish not labeled whether or not it is fully cooked.  Recommend that it be stored  below ready to eat foods. 
NOTE:  Small amount of standing water on floor behind water heater.  Unable to determine source.  Find source and have water heater serviced as necessary if water heater is source.",Inspection
19404,04092014742,94.5,2015-03-20T00:00:00.000Z,Follow-Up: 03/27/2015,Inspection
19405,04092014742,94.5,2015-08-13T00:00:00.000Z,,Inspection
19406,04092014742,95,2016-02-27T00:00:00.000Z,,Inspection
19407,04092015460,93.5,2013-09-30T00:00:00.000Z,,Inspection
19408,04092015460,85,2014-03-19T00:00:00.000Z,"By law, grade card must remain unobstructed in location posted by inspector. Call inspector when ready for reinspection.",Inspection
19409,04092015460,95,2014-04-01T00:00:00.000Z,,Re-Inspection
19410,04092160077,98,2013-02-07T00:00:00.000Z,,Inspection
19411,04092015867,97.5,2012-12-19T00:00:00.000Z,,Inspection
19412,04092015867,98,2013-06-28T00:00:00.000Z,,Inspection
19413,04092015867,98,2014-03-31T00:00:00.000Z,,Inspection
19414,04092015867,93.5,2014-07-31T00:00:00.000Z,,Inspection
19415,04092015867,94,2015-02-24T00:00:00.000Z,handwashing Sink in the front service area where 3 employees are actively working through a busy lunchtime is Completely DRY. A DRY Handwashing Sink indicates that it is Not being used.,Inspection
19416,04092015867,91,2015-09-03T00:00:00.000Z,"Employee Health Policy needs to be available, readily accessible.
Provided updated form 1-B today",Inspection
19417,04092015867,96,2016-03-01T00:00:00.000Z,,Inspection
19418,04092021642,98,2012-12-19T00:00:00.000Z,,Inspection
19419,04092021642,97.5,2014-04-21T00:00:00.000Z,,Inspection
19420,04092021642,98.5,2014-07-31T00:00:00.000Z,,Inspection
19421,04092021642,88.5,2015-05-26T00:00:00.000Z,,Inspection
19422,04092021642,91.5,2015-07-10T00:00:00.000Z,,Re-Inspection
19423,04092021642,96,2016-01-14T00:00:00.000Z,Frequent Handwashing is needed. Wash hands before putting on gloves to handle food.,Inspection
19424,04092015491,99.5,2013-05-13T00:00:00.000Z,,Inspection
19425,04092015491,95,2013-07-26T00:00:00.000Z,,Inspection
19426,04092015491,98.5,2014-02-28T00:00:00.000Z,,Inspection
19427,04092021736,98,2013-10-23T00:00:00.000Z,Go to www.wakegov.com/food for updates and information.,Inspection
19428,04092014852,100,2013-05-03T00:00:00.000Z,,Inspection
19429,04092021838,98.5,2015-04-24T00:00:00.000Z,"Please note: Watermelon observed at temperatures between 41 F and 47 F. This establishment is required to hold refrigerated PHF foods at 41 F or below. As a new establishment, it is not covered by the phase in period that may affect older Earthfare locations. Failure to meet the 41F cold hold temperature may be marked as a violation on future inspections. Please train employees and maintain equipment with this in mind.",Inspection
19430,04092021838,99.5,2015-10-23T00:00:00.000Z,,Inspection
19431,04092021838,99,2016-02-05T00:00:00.000Z,,Inspection
19432,04092014716,97.5,2013-05-01T00:00:00.000Z,,Inspection
19433,04092014716,97.5,2013-09-05T00:00:00.000Z,"Thermometer needs to be accurate in the foods it is used in.  Digital Thermometer is not working and bi-metallic stem thermometers may have too large of a probe range to accurately determine temperature of egg, sausage, etc.",Inspection
19434,04092014716,97.5,2014-02-12T00:00:00.000Z,Consider storing gloves near handwashing sink and remind employees that handwashing is required Before putting on gloves.,Inspection
19435,04092014716,98.5,2014-09-16T00:00:00.000Z,,Inspection
19436,04092016948,94.5,2016-03-03T00:00:00.000Z,,Inspection
19437,04092016948,97.5,2016-06-03T00:00:00.000Z,,Inspection
19438,04092016004,97.5,2013-03-27T00:00:00.000Z,,Inspection
19439,04092016004,97.5,2015-01-26T00:00:00.000Z,,Inspection
19440,04092016004,96,2015-08-20T00:00:00.000Z,,Inspection
19441,04092016004,96,2015-12-29T00:00:00.000Z,Store raw meats like Philly steaks on bottom shelf of walk in freezer.,Inspection
19442,04092016004,95.5,2016-03-28T00:00:00.000Z,Contact an approved pest control specialist to obtain proper traps and bait for rodents that may be in the facility.,Inspection
19443,04092016004,95,2016-08-12T00:00:00.000Z,Soft ice cream dispenser has been repaired by a refrigeration contractor. Hoppers on the ice cream dispenser are now maintaining cold storage temps. below 40 degrees F. per contractor's repair report. Normal use of soft ice cream dispenser can begin again in facility. Ceiling vents above prep. table had dust build up. Spoke with museum building manager he is going to replace the vent filters on a regular schedule to reduce dust build up.,Inspection
19444,04092015312,98,2012-09-28T00:00:00.000Z,"This facility does not currently use sous vide packaging or cooking but chef has expressed interest in using this technique and the facility has a machine that can be used. Prior to starting use of the machine, a risk control plan needs to be design and put in place. Contact inspector to collaborate on a risk control plan.",Inspection
19445,04092015312,95.5,2013-06-25T00:00:00.000Z,,Inspection
19446,04092015312,97,2016-10-26T00:00:00.000Z,Clean kitchen ceiling tile of grease build up.,Inspection
19447,04092015460,93,2014-10-22T00:00:00.000Z,,Inspection
19448,04092017114,96,2016-01-13T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
19449,04092021918,100,2016-01-06T00:00:00.000Z,,Inspection
19450,04092015232,97,2013-01-30T00:00:00.000Z,"new rules information; go to www.wakegov.com/food",Inspection
19451,04092015232,95.5,2013-09-09T00:00:00.000Z,To  view all new rules go to the website:www.wakegov.com/food.,Inspection
19452,04092015232,95.5,2014-04-09T00:00:00.000Z,,Inspection
19453,04092015232,94.5,2014-12-10T00:00:00.000Z,,Inspection
19454,04092015232,96.5,2015-08-05T00:00:00.000Z,,Inspection
19455,04092015232,97.5,2016-06-03T00:00:00.000Z,,Inspection
19456,04092015860,97,2013-10-23T00:00:00.000Z,"new rules information, go to www.wakegov.com/food",Inspection
19457,04092015860,97,2014-02-24T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
19458,04092015860,98,2013-02-27T00:00:00.000Z,,Inspection
19459,04092015860,96.5,2013-06-25T00:00:00.000Z,To view all the new rules go to the following website: www.wakegov.com/food.,Inspection
19460,04092015860,96.5,2014-08-20T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
19461,04092015860,94.5,2015-04-20T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
19462,04092015860,95.5,2015-10-12T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
19463,04092015860,94,2016-03-17T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
19464,04092021821,98.5,2015-03-03T00:00:00.000Z,,Inspection
19465,04092021821,98,2015-08-28T00:00:00.000Z,,Inspection
19466,04092021821,98,2016-04-06T00:00:00.000Z,,Inspection
19467,04092016584,99,2014-03-25T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
19468,04092014670,91.5,2013-07-16T00:00:00.000Z,,Inspection
19469,04092014670,94,2014-01-22T00:00:00.000Z,,Inspection
19470,04092014670,92,2014-05-06T00:00:00.000Z,,Inspection
19471,04092014670,95,2014-10-07T00:00:00.000Z,,Inspection
19472,04092014670,94,2015-01-14T00:00:00.000Z,,Inspection
19473,04092014670,95.5,2015-05-15T00:00:00.000Z,,Inspection
19474,04092016822,98,2015-07-23T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
19475,04092016822,98,2016-01-08T00:00:00.000Z,"There were sandwich trays stored close to the handwashing sink, used for big orders.  Suggestion was made to install a splash guard for the hand sink if this storage continues to help prevent contamination of water to sandwiches or single service tray.  Prep table or cart could be used instead of that surface beside of handwashing sink.  

for more information, go to www.wakegov.com/food",Inspection
19476,04092015222,96,2016-10-03T00:00:00.000Z,,Inspection
19477,04092016072,97,2016-03-09T00:00:00.000Z,Inspection made with Ms. Fairuz Scott.,Inspection
19478,04092015823,97,2014-07-24T00:00:00.000Z,Not bad!,Inspection
19479,04092015823,98,2015-01-15T00:00:00.000Z,,Inspection
19480,04092021731,94,2014-02-15T00:00:00.000Z,,Inspection
19481,04092021731,92,2014-06-17T00:00:00.000Z,,Inspection
19482,04092021731,96,2014-12-04T00:00:00.000Z,,Inspection
19483,04092021731,97.5,2015-04-17T00:00:00.000Z,,Inspection
19484,04092021731,97,2015-09-17T00:00:00.000Z,,Inspection
19485,04092021731,94.5,2016-01-12T00:00:00.000Z,,Inspection
19486,04092021731,96.5,2016-06-13T00:00:00.000Z,,Inspection
19487,04092021731,94,2016-10-18T00:00:00.000Z,,Inspection
19488,04092021733,99,2013-08-30T00:00:00.000Z,,Inspection
19489,04092021733,97.5,2014-05-02T00:00:00.000Z,,Inspection
19490,04092021733,99,2014-12-04T00:00:00.000Z,,Inspection
19491,04092021733,97.5,2015-04-17T00:00:00.000Z,,Inspection
19492,04092021733,98.5,2015-09-17T00:00:00.000Z,,Inspection
19493,04092021733,99,2016-05-02T00:00:00.000Z,,Inspection
19494,04092021733,98.5,2016-10-18T00:00:00.000Z,,Inspection
19495,04092016600,94.5,2014-04-24T00:00:00.000Z,"CONTINUE WITH TRANSITIONAL DUE COMPLETED BY JULY 20, 2014",Inspection
19496,04092016600,95.5,2014-07-25T00:00:00.000Z,TRANSITIONAL COMPLETED,Inspection
19497,04092021723,95.5,2012-11-05T00:00:00.000Z,"These conditions are listed on your permit: VEGETABLE PREP ONLY. ALL RAW MEATS AND FISH SHALL BE RECEIVED READY TO COOK FROM APPROVED SOURCE. NO MAJOR MENU OR EQUIPMENT CHANGES WITHOUT THIS DEPARTMENTS APPROVAL.  Today there is chicken halves with bones. You are not allowed to cut up chicken because you do not have enough space and you not have proper equipment. Your chicken must be bought from the supplier that is already cut, de-boned and washed.",Inspection
19498,04092021723,95.5,2013-03-28T00:00:00.000Z,,Inspection
19499,04092040170,98.5,2013-01-29T00:00:00.000Z,Initial inspection of facility under NC FDA Food Code Rules.,Inspection
19500,04092040170,98,2013-05-22T00:00:00.000Z,,Inspection
19501,04092040170,96,2016-07-28T00:00:00.000Z,,Inspection
19502,04092016073,98.5,2012-11-29T00:00:00.000Z,,Inspection
19503,04092016073,98,2013-02-22T00:00:00.000Z,,Inspection
19504,04092016073,98.5,2013-06-24T00:00:00.000Z,,Inspection
19505,04092016073,98,2015-12-10T00:00:00.000Z,,Inspection
19506,04092016073,97,2016-03-31T00:00:00.000Z,,Inspection
19507,04092016073,96.5,2016-06-29T00:00:00.000Z,"I will follow up July 7. Be sure to get the dish machine repaired.
Follow-Up: 07/07/2016",Inspection
19508,04092016358,98,2013-08-19T00:00:00.000Z,"new rules information, go to www.wakegov.com/food",Inspection
19509,04092016358,97,2014-02-15T00:00:00.000Z,"for more rules information, go to www.wakegov.com/food
Follow-Up: 02/25/2014",Inspection
19510,04092016358,97.5,2013-04-05T00:00:00.000Z,,Inspection
19511,04092016358,99,2014-08-14T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
19512,04092016358,98.5,2015-03-17T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
19513,04092016358,99.5,2015-08-28T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
19514,04092016358,98,2016-02-24T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
19515,04092021734,98.5,2016-10-27T00:00:00.000Z,,Inspection
19516,04092016187,95,2013-03-27T00:00:00.000Z,,Inspection
19517,04092440403,98,2013-02-15T00:00:00.000Z,,Inspection
19518,04092017124,97.5,2016-07-18T00:00:00.000Z,,Inspection
19519,04092110478,98,2012-10-29T00:00:00.000Z,"new rules; www.wakegov.com/food",Inspection
19520,04092110478,97.5,2013-03-25T00:00:00.000Z,"new rules information, go to www.wakegov.com/food",Inspection
19521,04092110478,98,2013-12-02T00:00:00.000Z,,Inspection
19522,04092110478,98,2014-06-02T00:00:00.000Z,,Inspection
19523,04092110478,98,2014-12-16T00:00:00.000Z,,Inspection
19524,04092110478,99,2015-06-05T00:00:00.000Z,No hot lunches served today only bag lunches,Inspection
19525,04092110478,98.5,2015-10-19T00:00:00.000Z,,Inspection
19526,04092110478,99,2016-03-17T00:00:00.000Z,,Inspection
19527,04092015728,94.5,2016-07-15T00:00:00.000Z,Followed up on and closed out a complaint.,Inspection
19528,04092016903,91,2015-08-13T00:00:00.000Z,"CONTINUE WITH TRANSITIONAL DUE COMPLETE NOV 02, 2015",Inspection
19529,04092016903,92.5,2016-01-28T00:00:00.000Z,Follow-Up: 02/07/2016,Inspection
19530,04092021374,99.5,2016-09-22T00:00:00.000Z,,Inspection
19531,04092016973,88.5,2015-09-26T00:00:00.000Z,"RECOMMEND REVIEW ON FOOD STORAGE, CLEANING, AND EMPLOYEE RESPONSIBLITIES PERSONAL DRINKS ETC.  DO NOT MOVE OR OBSTRUCT GRADE CARD.  CONTACT THOMAS JUMALON AT 919-856-7420 FOR REINSPECTION.  CONTINUE WITH TRANSITIONAL DUE COMPLETED BY JAN 10, 2016",Inspection
19532,04092015369,97,2016-07-15T00:00:00.000Z,,Inspection
19533,04092015272,99.5,2013-02-27T00:00:00.000Z,,Inspection
