"","name","id","is_closed","rating","review_count","location.address1","location.zip_code","coordinates.latitude","coordinates.longitude","price","phone","categories"
"22525","Wendy's","wendys-durham-3",FALSE,2,4,"5402 S Miami Blvd",27703,35.8807297,-78.8508835,NA,"19194740017","burgers,hotdogs"
"22531","Green Planet Catering","green-planet-catering-raleigh",FALSE,3.5,5,"623 Glascock St.",27604,35.7932281,-78.6234512,NA,"19198326767","catering"
"22538","The Humble Pig","the-humble-pig-cary-2",FALSE,4,50,"",27513,35.8055,-78.795,"$","19196161852","foodtrucks,catering"
"22571","Bond Brothers Beer Company","bond-brothers-beer-company-cary-2",FALSE,4.5,38,"202 E Cedar St",27511,35.78818851,-78.77811447,"$","19194592670","breweries"
"22579","Triangle Compounding Pharmacy","triangle-compounding-pharmacy-cary",FALSE,4,5,"3700 Regency Pkwy",27518,35.73093,-78.78894,"$$$","19198580809","drugstores"
"22582","Walgreens","walgreens-apex-2",FALSE,3.5,10,"511 W Williams St",27502,35.7353516,-78.8633575,"$$","19193631471","drugstores,cosmetics,convenience"
"22599","Magnolia Animal Hospital","magnolia-animal-hospital-raleigh",FALSE,4.5,32,"4200 Capital Blvd",27604,35.8413086,-78.5793304,NA,"19198739190","vet,pet_sitting"
"22643","The Alley","the-alley-raleigh-3",FALSE,4,45,"2512 Hillsborough St",27607,35.7880714,-78.668981,"$","19198323533","bowling,tradamerican"
"22656","Pho Nomenal Dumpling","pho-nomenal-dumpling-raleigh",FALSE,4.5,32,"",NA,35.7795897,-78.6381787,"$","19194087688","foodtrucks"
"22657","Durham Food Truck Rodeo","durham-food-truck-rodeo-durham",FALSE,4.5,14,"Durham Central Park",27701,36.000143,-78.9013268,"$$","19197948194","foodtrucks"
"22714","Harris Teeter","harris-teeter-wake-forest-7",FALSE,3.5,7,"1432 Brogden Woods Dr",27587,35.99084239,-78.69349855,"$$","19198704980","grocery,drugstores"
"22715","Panda Garden","panda-garden-wake-forest",FALSE,4.5,11,"1440 Brogden Woods Dr",27587,35.98917297,-78.69238178,"$$","19198485883","chinese,thai"
"22716","Longleaf Dentistry","longleaf-dentistry-wake-forest",FALSE,5,5,"1440 Brogden Woods Dr",27587,35.98950118,-78.69458065,NA,"19198884887","generaldentistry"
"22717","Food Lion","food-lion-durham-12",FALSE,3.5,3,"121 Sherron Rd Ste 210",27703,35.97457,-78.79291,"$$","19195962363","grocery"
"22719","Color Nails & Spa","color-nails-and-spa-wake-forest",FALSE,3,5,"1428 Brogden Woods Dr",27587,35.98964978,-78.69422983,"$$","19198475050","othersalons,waxing,skincare"
"22724","Koko FitClub - Leesville","koko-fitclub-leesville-raleigh-2",FALSE,5,12,"13220 Strickland Rd",27613,35.909404,-78.726403,NA,"19198967623","healthtrainers,gyms"
"22725","Citgo Lube No3","citgo-lube-no3-raleigh",FALSE,3,2,"10200 Leesville Rd",27613,35.9129449,-78.7282151,NA,"19198419220","oilchange"
"22726","CVS Pharmacy","cvs-pharmacy-raleigh-13",FALSE,2.5,10,"13304 Leesville Church Rd",27617,35.9089317,-78.7291031,"$","19198455276","drugstores"
"22770","Jersey Mike's Subs","jersey-mikes-subs-durham-3",FALSE,4,11,"2945 South Miami Blvd",27703,35.92385391,-78.84430647,"$","19194847788","sandwiches,hotdogs,delis"
"22807","Sheetz","sheetz-garner",FALSE,4,2,"5502 Cornwallis Rd",27529,35.61627244,-78.53584379,"$","19195504112","servicestations,convenience"
"22811","Sheetz","sheetz-raleigh-3",FALSE,3.5,19,"600 Corporate Center Dr",27607,35.78957288,-78.73920143,"$","19198599577","servicestations,convenience"
"22817","Sheetz","sheetz-benson",FALSE,5,5,"13433 NC Hwy 210",27504,35.51609747,-78.57852354,NA,"19192071440","servicestations"
"22820","Cleveland Auto Spa","cleveland-auto-spa-garner",FALSE,3.5,12,"5733 Nc Highway 42 W",27529,35.6026535,-78.5716095,NA,"19197799292","carwash"
"22827","Sam's Club","sams-club-wake-forest-2",FALSE,5,1,"11460 Royall Cotton Rd",27587,35.97509,-78.50752,"$$","19192636124","drugstores"
"22838","Sam's Club","sams-club-wake-forest",FALSE,4,1,"11460 Royall Cotton Rd",27587,35.97987338,-78.50972269,"$","19192636134","grocery"
"22841","Tuxedo Junction","tuxedo-junction-wake-forest",FALSE,4,1,"405 S Brooks St",27587,35.97511,-78.50932,NA,"19195562038","musicvenues,venues"
"22906","Blu Seafood & Bar","blu-seafood-and-bar-durham-2",FALSE,4,198,"2002 Hillsborough Rd",27705,36.0101969,-78.9221357,"$$","19192869777","seafood"
"22907","Fairview Dining Room","fairview-dining-room-durham",FALSE,4,71,"3001 Cameron Blvd",27705,35.9936,-78.94747,"$$$","19194936699","newamerican,breakfast_brunch"
"22910","Woof Gang Bakery & Grooming Raleigh","woof-gang-bakery-and-grooming-raleigh-raleigh",FALSE,4,38,"4421 Six Forks Road",27609,35.8403577,-78.64335024,NA,"19194200065","petstore,groomer"
"22911","B SKI'S - The Wrap  Redefined","b-skis-the-wrap-redefined-chapel-hill-3",FALSE,3.5,77,"147 E Franklin St",27514,35.9138143,-79.0542793,"$","19199699727","hotdogs,sandwiches,newamerican"
"22959","The Bristol","the-bristol-morrisville",FALSE,2,3,"3016 Bristol Creek Dr",27560,35.8085976,-78.8225098,NA,"19193880100","apartments"
"22995","Char-Grill","char-grill-no-title",FALSE,3,14,"Terminal 1 Raleigh Durham Airport",27623,35.86065,-78.79036,"$",NA,"burgers"
"23012","Church's Chicken","churchs-chicken-raleigh",FALSE,2.5,2,"1401 New Bern Ave",27610,35.78033,-78.61745,NA,"19198212220","hotdogs,chicken_wings"
"23052","Melo Trattoria","melo-trattoria-durham",FALSE,4,109,"1821 Hillandale Rd",27705,36.03083,-78.93675,"$$","19193849080","italian,tapas"
"23074","The Beerded Lady Bottle Shop","the-beerded-lady-bottle-shop-garner",FALSE,5,10,"1350 5th Ave",27529,35.7098061,-78.62249596,"$","19842000598","beer_and_wine"
"23075","La Roma Pizza","la-roma-pizza-garner-2",FALSE,4,24,"1322 5th Ave",27529,35.7097574,-78.6230477,"$$","19196621700","pizza"
"23142","Holiday Inn Express & Suites Raleigh North - Wake Forest","holiday-inn-express-and-suites-raleigh-north-wake-forest-raleigh-5",FALSE,4.5,18,"11400 Common Oaks Dr",27614,35.9513512,-78.5409088,"$$","19195705550","hotels,venues"
"23155","Pho & Japanese Stake House","pho-and-japanese-stake-house-raleigh",FALSE,1,1,"2815 Brentwood Rd",27604,35.8174591,-78.5952911,NA,"19198722030","asianfusion"
"23171","Smithfield's Chicken'n Bar-B Q","smithfields-chickenn-bar-b-q-fuquay-varina",FALSE,4,17,"1440 E Broad St",27526,35.5944519,-78.7746506,"$","19195572400","bbq"
"23172","The 13th Taco","the-13th-taco-fuquay-varina",FALSE,4.5,8,"",NA,35.58539,-78.79984,"$","19192708473","foodtrucks"
"23174","Dk- Taxi","dk-taxi-fayetteville-2",FALSE,3.5,9,"6455 Hidden Lake Lp",28314,35.05091704,-78.95320368,NA,"19107973010","taxis,airport_shuttles"
"23178","Laura Kesler Photography","laura-kesler-photography-cameron-3",FALSE,5,2,"",28326,35.32661,-79.2562,NA,"19105806338","sessionphotography,eventphotography"
"23181","Lumber Liquidators","lumber-liquidators-durham",FALSE,5,5,"3157 Hillsborough Rd",27705,36.01699,-78.94087,NA,"19192469986","buildingsupplies,flooring"
"23262","Chipotle Mexican Grill","chipotle-mexican-grill-raleigh-10",FALSE,3.5,6,"6081 Capital Blvd",27616,35.867804,-78.5821864,"$","19193223290","mexican,hotdogs"
"23275","Kaplan Catering","kaplan-catering-raleigh",FALSE,4,1,"9420 Forum Dr",27615,35.897245,-78.6535979,"19198469808","catering",""
"23276","Dog Stylists Inc.","dog-stylists-durham",FALSE,5,14,"3207 Old Chapel Hill Rd",27707,35.9661,-78.94546,"19194899364","groomer",""
"23280","Bistro In The Park","bistro-in-the-park-cary",FALSE,4.5,8,"210 Harrison Oaks Blvd",27513,35.833045,-78.771909,NA,"19196771840","tradamerican,buffets"
"23309","Comfort Inn","comfort-inn-apex",FALSE,2,6,"1411 E Williams St",27539,35.712125,-78.838134,"$$","19193874600","hotels"
"23312","B & B's Country Garden Inn","b-and-bs-country-garden-inn-apex",FALSE,4,5,"1041 Kelly Rd",27502,35.7513695,-78.8940735,NA,"19193038003","bedbreakfast,eventservices"
"23314","Residence Inn Raleigh Cary","residence-inn-raleigh-cary-cary",FALSE,4,6,"2900 Regency Parkway",27518,35.7336712,-78.7894688,"$$","19194674080","hotels"
"23317","SpringHill Suites Raleigh Cary","springhill-suites-raleigh-cary-cary",FALSE,4,10,"1128 Ledsome Lane",27511,35.76234579,-78.74722451,"$$","19199777244","hotels"
"23318","Holiday Inn Hotel & Suites Raleigh-Cary","holiday-inn-hotel-and-suites-raleigh-cary-cary",FALSE,4,12,"5630 Dillard Dr",27518,35.7555199,-78.7362976,"$$","19198511220","venues,hotels"
"23319","Hamilton Scot Inn","hamilton-scot-inn-cary",FALSE,5,3,"7905 Emery Gayle Ln",27519,35.78157,-78.9083409,NA,"19193672231","bedbreakfast,venues"
"23322","Best Western Plus Cary Inn - Nc State","best-western-plus-cary-inn-nc-state-cary-2",FALSE,2.5,17,"1722 Walnut St",27511,35.76217,-78.74757,"$$","19194811200","hotels"
"23323","Red Roof Inns","red-roof-inns-cary",FALSE,2.5,10,"1800 Walnut St",27511,35.75992,-78.74488,"$$","19194693400","hotels"
"23328","Harry's Guitar Shop","harrys-guitar-shop-raleigh",FALSE,4.5,14,"556 Pylon Dr",27606,35.7923402,-78.7038431,"$$","19198284888","musicalinstrumentsandteachers,guitarstores"
"23331","Sam Ash Music Stores","sam-ash-music-stores-raleigh-2",FALSE,3,15,"3131 Capital Blvd",27604,35.8231392,-78.5904388,"$$","19198559581","musicalinstrumentsandteachers"
"23375","Cold Stone Creamery","cold-stone-creamery-apex",FALSE,2.5,12,"2050 Creekside Landing Dr",27502,35.7460761,-78.88451755,"$$","19193871888","icecream"
"23404","Zebon Hibachi & Deli","zebon-hibachi-and-deli-morrisville",FALSE,4,8,"3524 Davis Dr",27560,35.8171782,-78.8472558,"$$","19196564158","japanese,delis,steak"
"23451","Jersey Mike's Subs","jersey-mikes-subs-durham-5",FALSE,5,3,"7005 Fayetteville Road",27713,35.9019241,-78.9393234,"$","19192488300","hotdogs,delis,sandwiches"
"23501","LaPlace Louisiana Cookery","laplace-louisiana-cookery-hillsborough",FALSE,4,98,"111 N Churton St",27278,36.0757337,-79.0996189,"$$","19192450041","cajun"
"23550","Dairy Queen","dairy-queen-fuquay-varina",FALSE,4.5,4,"1416 N Main St",27526,35.5930176,-78.7717361,"$","19195673738","icecream,hotdogs"
"23551","DQ Grill & Chill","dq-grill-and-chill-raleigh-2",FALSE,4,5,"5260 New Bern Ave",27610,35.7926407,-78.5475006,"$","19197920127","hotdogs,icecream"
"23574","Tre Forni","tre-forni-durham",FALSE,4.5,83,"1125 W Nc Hwy 54",27707,35.9192064,-78.9589109,"$$","19199730922","pizza,salad,sandwiches"
"23581","Avalon Peaks Apartments","avalon-peaks-apartments-apex",FALSE,4,5,"2000 Kiftsgate Ln",27539,35.71936,-78.8164663,NA,"19193630500","apartments"
"23596","Just Playin'around","just-playinaround-cary",FALSE,4,1,"1248 NW Maynard Rd",27513,35.785004,-78.8096739,NA,"19194621976","childcare"
"23651","Panda Garden Chinese Restaurant","panda-garden-chinese-restaurant-chapel-hill",FALSE,3,11,"11312 US 15 501 N",27517,35.8829384,-79.0608292,"$","19199608000","chinese"
"23658","Inter Korea House","inter-korea-house-durham",FALSE,3.5,77,"4731 Nc Hwy 55",27713,35.89850884,-78.89838667,"$","19195729132","korean"
"23704","Sweet Spoons","sweet-spoons-apex",FALSE,4,12,"772 W Williams St",27502,35.7379723,-78.8643799,"$$","19194532382","icecream"
"23788","Wake County Firearms Education and Training Center","wake-county-firearms-education-and-training-center-apex",FALSE,4,6,"3921 Old Holly Springs Apex Rd",27539,35.6774744,-78.862296,NA,"19193030851","gun_ranges"
"23792","College Nannies + Tutors of Cary, NC","college-nannies-tutors-of-cary-nc-cary",FALSE,5,2,"1244 NW Maynard Rd",27513,35.7853038,-78.8092897,NA,"19198967227","privatetutors,nannys,childcare"
"23797","Garden Supply Company","garden-supply-company-cary",FALSE,4.5,29,"1421 Old Apex Rd",27513,35.76643,-78.80985,"$$","19194607747","gardening,landscaping"
"23798","UrbanChic Nailbar","urbanchic-nailbar-holly-springs",FALSE,5,48,"2110 Werrington Dr",27540,35.63716853,-78.82970702,"$$","19195867608","othersalons,waxing"
"23799","Supercuts","supercuts-apex",FALSE,3.5,7,"1013 Beaver Creek Commons Dr",27502,35.743141,-78.871249,"$$","19193872927","hair"
"23800","One Vision Studios","one-vision-studios-greensboro",FALSE,5,1,"2100 E Wendover Ave",27405,36.08689602,-79.7577246,NA,"13342184143","eventphotography,recording_studios,videographers"
"23802","Envy Nail Spa","envy-nail-spa-holly-springs",FALSE,2.5,18,"129 Grand Hill Pl",27540,35.6634144,-78.8471286,"$$","19195521866","othersalons"
"23803","Rob's Remodeling","robs-remodeling-raleigh",FALSE,3.5,8,"1800-202 Avent Ridge Rd",27606,35.7555849,-78.7053088,NA,"19192680624","contractors"
"23804","Grabbagreen","grabbagreen-north-hills",FALSE,4.5,6,"4421 Six Forks Rd",27609,35.84001,-78.64328,"$$","19193267799","juicebars,breakfast_brunch,acaibowls"
"23805","Greenway Beer and Wine","greenway-beer-and-wine-raleigh",FALSE,5,2,"7530 Ramble Way",27616,35.8763099,-78.53751,"$","19198036920","beer_and_wine"
"23813","Poppyseed Market","poppyseed-market-raleigh",FALSE,4,70,"8801 Leadmine Rd",27615,35.905006,-78.65771,"$$","19198704997","delis,wine_bars,pizza"
"23819","Smithfield's Chicken'n Bar-B Q","smithfields-chickenn-bar-b-q-garner",FALSE,1,1,"5180 Nc Highway 42 W",27529,35.60871,-78.56264,"$","19197730774","bbq"
"23820","Smithfield's Chicken'n Bar-B Q","smithfields-chickenn-bar-b-q-zebulon",FALSE,4,6,"Triangle E Shoppi",27597,35.82512,-78.31515,"$$","19192697009","bbq"
"23821","Smithfield's Chicken'n Bar-B-Q","smithfields-chickenn-bar-b-q-smithfield",FALSE,4.5,2,"920 Selma Rd",27577,35.56439,-78.2015,"$","19199348721","bbq"
"23823","Holiday Inn Express Apex-Raleigh","holiday-inn-express-apex-raleigh-apex-2",FALSE,4.5,6,"1006 Marco Dr",27502,35.717041,-78.8403397,"$$","19193873636","hotels,venues"
"23838","Bottle Revolution","bottle-revolution-morrisville-3",FALSE,4.5,20,"10970 Chapel Hill Rd",27560,35.8563919,-78.8407364,"$","19199252337","beer_and_wine"
"23857","The Corner Venezuelan Food","the-corner-venezuelan-food-raleigh-3",FALSE,3.5,8,"",27604,35.81739,-78.56707,"$","19195396780","foodtrucks,latin"
"23918","Dharani Express Indian Restaurant","dharani-express-indian-restaurant-raleigh",FALSE,5,3,"3281 Avent Ferry Rd",27606,35.7678003,-78.6954845,"19198217991","indpak",""
"24000","Dancing Moon","dancing-moon-raleigh-2",FALSE,4.5,15,"1840 Wake Forest Rd",27608,35.8056107,-78.6243515,"$$","19198338081","bookstores,psychic_astrology"
"24001","Claudia Zamora","claudia-zamora-fayetteville-2",FALSE,5,5,"1705 Calista Cir",28304,35.017716,-78.9882949,NA,"13057473004","psychic_astrology"
"24002","Black Feather Intuition","black-feather-intuition-morrisville",FALSE,5,2,"115 Button Rd",27560,35.8410988,-78.8660583,NA,"19198882002","psychic_astrology"
"24003","Gentle Touch","gentle-touch-wake-forest-2",FALSE,5,1,"2000 S Main St",27587,35.957439,-78.5227309,NA,"19199391591","reiki,reflexology,meditationcenters"
"24065","Bleu Olive","bleu-olive-durham",FALSE,4,96,"1821 Hillandale Rd",27705,36.0306822,-78.93664952,"$$","19193838502","mediterranean,tapas"
"24144","Rush Hour Karting","rush-hour-karting-garner",FALSE,3.5,37,"5335 Raynor Rd",27529,35.67534,-78.55024,NA,"19196629101","gokarts,eventplanning"
"24148","Johnny Bull's SteakHouse","johnny-bulls-steakhouse-louisburg",FALSE,4.5,3,"32 Golden Leaf Dr",27549,36.08473916,-78.30743652,NA,"19194963800","steak"
"24150","Remington Grill","remington-grill-louisburg",FALSE,3.5,2,"309 S Bickett Blvd",27549,36.09104,-78.29959,"$","19194967005","tradamerican,bbq,burgers"
"24162","Nile Cafe Mediterranean Food","nile-cafe-mediterranean-food-cary",FALSE,5,6,"8204 Tryon Woods Dr",27518,35.7469162,-78.7417218,"$$","19192294664","mediterranean,egyptian,greek"
"24297","El Pollo Rico Restaurant","el-pollo-rico-restaurant-raleigh",FALSE,4.5,24,"3901 Capital Blvd",27604,35.83624819,-78.58613673,"$$","19194319985","mexican,latin,spanish"
"24347","Unleashed","unleashed-raleigh",FALSE,4.5,28,"2460 Wycliff Rd",27607,35.8171938,-78.6940688,NA,"19198586460","petstore"
"24425","Firehouse Subs","firehouse-subs-sanford-2",FALSE,4,10,"3248 Nc Route 87 South",27330,35.4464,-79.1295,"$","19197772996","hotdogs,delis,sandwiches"
"24441","Main Street Tavern","main-street-tavern-rolesville",FALSE,5,2,"411 S Main St",27571,35.91726226,-78.46579217,"$","19196651542","sportsbars,pubs"
"24461","Stags Head","stags-head-raleigh-4",FALSE,4.5,27,"106 Glenwood Ave",27603,35.78207918,-78.64738041,"$$","19198396207","bars,beer_and_wine"
"24474","Five Guys Burgers and Fries","five-guys-burgers-and-fries-raleigh-5",FALSE,4.5,2,"5501 Capital Blvd",27616,35.86061,-78.58264,"$$","19842320547","burgers,hotdog,sandwiches"
"24501","Muddy Dog Roasting Co.","muddy-dog-roasting-co-morrisville",FALSE,4.5,11,"3000-110 Bearcat Way",27560,35.82798,-78.8212204,"$$","19193712818","coffee"
"24576","Sheetz","sheetz-morrisville-3",FALSE,3.5,3,"1019 Morrisville Pkwy",27560,35.80824305,-78.82218093,"$$","19193880394","coffee,servicestations,convenience"
"24577","Sheetz","sheetz-morrisville-2",FALSE,4,8,"10700 Chapel Hill Rd",27560,35.8460696,-78.8365084,"$","19194620073","servicestations,convenience"
"24580","Sheetz","sheetz-cary",FALSE,4.5,4,"4010 Convenience Ln",27519,35.8043518,-78.8862534,"$$","19193167779","servicestations,convenience"
"24581","Sheetz Store 399","sheetz-store-399-morrisville",FALSE,4,1,"1145 Aviation Pkwy",27560,35.8405457,-78.8087311,"$","19198400470","convenience"
"24586","Family Home & Garden","family-home-and-garden-raleigh-3",FALSE,3,6,"550 Corporate Center Dr",27607,35.7891,-78.7402,"$$","19198590288","gardening"
"24598","Kim Anh Oriental Market","kim-anh-oriental-market-raleigh",FALSE,4.5,7,"3901 Capital Blvd",27616,35.8349991,-78.5850983,"$","19199542139","grocery"
"24643","Aloft Raleigh-Durham Airport Brier Creek","aloft-raleigh-durham-airport-brier-creek-raleigh",FALSE,3.5,8,"10020 Sellona St",27617,35.895627,-78.807905,"$$","19199578523","hotels"
"24651","Edible Arrangements","edible-arrangements-holly-springs",FALSE,5,3,"South Park Village",27540,35.6398334,-78.8375914,"$$","19195527002","giftshops,florists,chocolate"
"24663","Simon'z Restaurant","simonz-restaurant-angier",FALSE,4,14,"27 S Broad St E",27501,35.5067,-78.7390999,"$$","19196392569","tradamerican,sandwiches"
"24668","Edible Arrangements","edible-arrangements-chapel-hill",FALSE,3.5,4,"410 Market Street  Suite 345",27516,35.88179,-79.06572,"$$$","19193382115","giftshops,florists,chocolate"
"24696","Man-Mur Barber Shop","man-mur-barber-shop-raleigh",FALSE,3.5,37,"2708 Hillsborough St",27607,35.788663,-78.6715953,"$","19198324170","barbers"
"24765","Little Caesars","little-caesars-knightdale",FALSE,3.5,3,"Krispy Kreme",27545,35.79787123,-78.50350065,"$","19196656781","pizza"
"24774","Krispy Kreme Doughnuts","krispy-kreme-doughnuts-knightdale",FALSE,3,18,"6727 Knightdale Blvd",27545,35.7979149,-78.50358119,"$","19192173314","donuts"
"24787","Beer and Bacon Festival","beer-and-bacon-festival-cary",FALSE,3,13,"8003 Regency Pkwy",27518,35.72891617,-78.79541016,NA,NA,"festivals"
"24829","Banfield Pet Hospital","banfield-pet-hospital-raleigh-2",FALSE,3,9,"2800 E Millbrook Road",27604,35.8489289,-78.5854157,NA,"19197908337","vet"
"24859","Walnut Creek Ampitheatre","walnut-creek-ampitheatre-raleigh",FALSE,3,44,"3801 Rock Quarry Rd",27610,35.7505417,-78.5783005,"$$","18007453000","musicvenues"
"24888","Domino's Pizza","dominos-pizza-wake-forest",FALSE,4.5,8,"143 S White St",27587,35.9781862,-78.509552,"$$","19195541155","pizza,chicken_wings,sandwiches"
"24894","Domino's Pizza","dominos-pizza-rolesville",FALSE,3,5,"6110 Rogers Rd",27571,35.9232445,-78.4679108,NA,"19194532324","pizza,chicken_wings,sandwiches"
"24903","Diamond Pizza and Grill","diamond-pizza-and-grill-youngsville",FALSE,2.5,11,"100 W Main St",27596,36.0247917,-78.4772034,"$","19195541066","pizza"
"24935","Marquee Cinemas - Wakefield 12","marquee-cinemas-wakefield-12-raleigh",FALSE,3,27,"10600 Common Oaks Dr",27614,35.94237356,-78.54227993,NA,"19194532746","movietheaters"
"24952","Access Lock & Key","access-lock-and-key-cary",FALSE,5,32,"1217 Pioneer Ct",27511,35.760168,-78.755446,NA,"19194494924","locksmiths"
"24955","ASAP Locksmith Service","asap-locksmith-service-durham",FALSE,5,9,"312 N Buchanan Blvd",27701,36.0053,-78.912041,NA,"19199728280","locksmiths"
"24956","Raleigh Locksmith Service","raleigh-locksmith-service-raleigh",FALSE,5,17,"",27609,35.84945,-78.61184,NA,"19198805222","locksmiths"
"24957","Pop-A-Lock","pop-a-lock-durham",FALSE,5,5,"",27701,35.99505,-78.9008,NA,"19195448401","locksmiths"
"24958","All State Lock & Key","all-state-lock-and-key-raleigh",FALSE,5,1,"",27603,35.71726407,-78.658899,NA,"19199041219","locksmiths"
"24961","On the Double Locksmith","on-the-double-locksmith-durham",FALSE,5,5,"1920 E Hwy 54",27713,35.9026196,-78.8981844,NA,"19193612386","locksmiths"
"24962","KeyLogic Locksmith","keylogic-locksmith-raleigh-2",FALSE,5,11,"8311 Brier Creek Pkwy",27617,35.9082909,-78.7846298,NA,"19197046202","locksmiths"
"24964","Lock-N-Roll Mobile Locksmith","lock-n-roll-mobile-locksmith-wake-forest",FALSE,5,5,"1600 Wake Dr",27587,35.9451549,-78.530214,NA,"19199095993","locksmiths"
"24965","Brace Towing & Recovery","brace-towing-and-recovery-cary",FALSE,5,3,"109 Woodwinds Industrial Ct",27511,35.76224,-78.81899,NA,"19194695544","towing,autorepair"
"24966","Braids N Locks","braids-n-locks-raleigh",FALSE,4,2,"1480 Garner Station Blvd",27603,35.72587251,-78.65423977,"$$","19197738884","hair_extensions"
"24967","Public Storage","public-storage-raleigh-34",FALSE,5,1,"3701 S Wilmington St",27603,35.7289009,-78.6487427,NA,"19199992101","selfstorage"
"24968","Pop-A-Lock Locksmith Of Raleigh","pop-a-lock-locksmith-of-raleigh-raleigh-2",FALSE,3,2,"5300 Atlantic Ave",27609,35.85729,-78.59977,NA,"19198729744","locksmiths"
"24969","Mabelle's Hair Braiding","mabelles-hair-braiding-raleigh",FALSE,4.5,4,"2720 Lake Wheeler Rd",27603,35.74456608,-78.67972612,"$$$","19196555618","hair_extensions,eyelashservice"
"24970","Make A Key Locksmith","make-a-key-locksmith-wake-forest-2",FALSE,4.5,7,"10501 Ligon Mill Rd",27587,35.9515699,-78.53317,NA,"19195626800","locksmiths"
"24984","K & W Cafeteria","k-and-w-cafeteria-raleigh-4",FALSE,3.5,7,"3620 Bastion Ln",27604,35.798439,-78.5827484,"$","19192319242","tradamerican,catering"
"25019","Grounds Cafe","grounds-cafe-wendell",FALSE,4.5,12,"320 Vintage Point Ln",27591,35.77133807,-78.42844905,"$","19193747227","cafes,coffee,bakeries"
"25022","Walgreens","walgreens-raleigh-7",FALSE,3,4,"4408 New Bern Ave",27610,35.7978783,-78.5621185,NA,"19192316419","drugstores,cosmetics,convenience"
"25023","Target","target-knightdale",FALSE,3.5,20,"1000 Shoppes At Midway Dr",27545,35.79850146,-78.50938407,"$$","19193886101","deptstores,drugstores"
"25029","TROSA Moving & Storage","trosa-moving-and-storage-durham",FALSE,4.5,41,"700 Mallard Ave",27701,35.9974107,-78.8906318,NA,"19194191059","movers,selfstorage"
"25032","Riccobene Associates Family Dentistry","riccobene-associates-family-dentistry-knightdale",FALSE,4,5,"1001 Wide Waters Pkwy",27545,35.7941956,-78.5064247,NA,"19192666999","pediatric_dentists,generaldentistry,cosmeticdentists"
"25094","Walmart Supercenter","walmart-supercenter-holly-springs-5",FALSE,3,9,"7016 Gb Alford Hwy",27540,35.63638,-78.83411,"$","19195579181","deptstores,grocery"
"25098","Holly Springs","holly-springs-holly-springs-2",FALSE,4,13,"213 W Ballentine St",27540,35.64967,-78.83483,"$","19195523398","barbers"
"25100","Classy Stitches","classy-stitches-clayton",FALSE,5,2,"200 E Main St",27520,35.6523252,-78.4585098,NA,"19196093139","accessories,embroideryandcrochet,personal_shopping"
"25196","Domino's Pizza","dominos-pizza-clayton-4",FALSE,4,3,"375 Athletic Club Blvd",27527,35.6921158,-78.4258728,NA,"19195857755","pizza,chicken_wings,sandwiches"
"25202","La Cucina Italiana","la-cucina-italiana-clayton",FALSE,3.5,24,"110 Flowers Crossroads Way",27527,35.65528951,-78.34649057,"$","19195502455","italian"
"25205","Papa John's Pizza","papa-johns-pizza-clayton",FALSE,3.5,4,"914 NC Hwy 42 W",27520,35.63908877,-78.4406943,"$$","19193599898","pizza"
"25207","Domino's Pizza","dominos-pizza-clayton",FALSE,4,2,"10441 US 70 Business Hwy W",27520,35.64252,-78.45375,NA,"19195533066","pizza,chicken_wings,sandwiches"
"25303","Lilly's Pizza","lillys-pizza-durham",FALSE,3,187,"810 W Peabody St",27701,35.999169,-78.909291,"$$","19197972554","pizza"
"25433","Midtown Park At North Hills","midtown-park-at-north-hills-raleigh",FALSE,4.5,5,"200 Saint Albans Dr",27609,35.836811,-78.636752,NA,NA,"parks"
"25470","Quickly-Morrisville","quickly-morrisville-morrisville-2",FALSE,3.5,41,"4141 Davis Dr",27560,35.83636142,-78.85826512,"$","19844650347","coffee,bubbletea,juicebars"
"25495","Double Bomber Brew Tours","double-bomber-brew-tours-holly-springs",FALSE,5,4,"",27540,35.64063,-78.83114,NA,"16692322739","tours"
"25496","King Wok","king-wok-fuquay-varina-3",FALSE,4,10,"7405 Sunset Lake Rd",27526,35.5957031,-78.7744522,"$","19195776852","chinese"
"25506","Mint","mint-chapel-hill",FALSE,3.5,199,"504 W Franklin St",27516,35.91025,-79.06378,"$$","19199296188","indpak"
"25509","Tandoor Indian Restaurant","tandoor-indian-restaurant-chapel-hill",FALSE,3,81,"1301 E Franklin St",27514,35.92727,-79.03577,"$$","19199676622","indpak"
"25513","China Wok","china-wok-carrboro",FALSE,3.5,22,"104 Nc Hwy 54",27510,35.91646,-79.0953,"$","19199299988","chinese"
"25577","Dashi","dashi-durham-2",FALSE,3.5,251,"415 E Chapel Hill St",27701,35.9970894,-78.8992233,"$$","19192519335","ramen,tapasmallplates"
"25611","FastMed Urgent Care","fastmed-urgent-care-apex",FALSE,2.5,15,"2021 Creekside Landing Drive",27502,35.74637294,-78.88526917,NA,"19192491259","urgent_care,physicians"
"25612","Goodberry's Frozen Custard","goodberrys-frozen-custard-cary-3",FALSE,4,1,"2325 Davis Dr",27519,35.7896309,-78.8474808,"$","19194693350","icecream"
"25614","Cary Reserve at Weston Apartments","cary-reserve-at-weston-apartments-cary",FALSE,5,2,"1000 Heathmoor Lane",27513,35.8199005,-78.7791824,NA,"19194811105","apartments"
